Brand Name,Generic Name,Manufacturer,Total Spending,Total Dosage Units,"Total 
Claims",Total Beneficiaries,Average Spending Per Dosage Unit (Weighted),Average Spending Per Claim,Average Spending Per Beneficiary,Year
Tinidazole,Tinidazole,"Biocomp Pharma,", , , , , , , ,2013
Tinidazole,Tinidazole,Edenbridge Phar, , , , , , , ,2013
Tinidazole,Tinidazole,Gavis/Lupin,168590.42,20057,1435,1176,8.405565139,117.4846132,143.3592007,2013
Tinidazole,Tinidazole,Rising Pharm, , , , , , , ,2013
Tinidazole,Tinidazole,Roxane/West-War,55332.47,13857,333,198,3.993106011,166.1635736,279.4569192,2013
Tinidazole,Tinidazole,"West-Ward, Inc.",377972.55,49593,2947,2293,7.621489928,128.2567187,164.8375709,2013
Tirosint,Levothyroxine Sodium,Akrimax/Mist Ph,1957712.78,1204617,26349, ,1.624940594,74.2993199, ,2013
Tivicay,Dolutegravir Sodium,Viiv Healthcare,7082872.37,177558,5105,2345,39.89047168,1387.43827,3020.414657,2013
Tivorbex,"Indomethacin, Submicronized",Iroko Pharmaceu, , , , , , , ,2013
Tizanidine HCl,Tizanidine HCl,AHP,871.3,1983,22,17,0.439384771,39.60454546,51.25294118,2013
Tizanidine HCl,Tizanidine HCl,Actavis Pharma/,8180288.36,3093276.5,38220, ,2.620061175,214.0316159, ,2013
Tizanidine HCl,Tizanidine HCl,Apotex Corp,15273019.62,24149186.04,272204,127218,0.635579269,56.10872588,120.0539202,2013
Tizanidine HCl,Tizanidine HCl,Avkare, , , , , , , ,2013
Tizanidine HCl,Tizanidine HCl,Caraco/Sun Phar,3855821.19,12438671,135161,59055,0.309927311,28.52761662,65.29203607,2013
Tizanidine HCl,Tizanidine HCl,Dr.Reddy'S Lab,32688131.11,112490844.6,1366845,405378,0.291159747,23.9150241,80.63617441,2013
Tizanidine HCl,Tizanidine HCl,Major Pharmaceu, , , , , , , ,2013
Tizanidine HCl,Tizanidine HCl,Mylan,10142502.13,33021999.85,390262,123702,0.307800533,25.98895647,81.9914159,2013
Tizanidine HCl,Tizanidine HCl,Mylan Instituti,33609.08,93416,1241,417,0.359778625,27.08225625,80.59731415,2013
Tizanidine HCl,Tizanidine HCl,Sandoz,8233752.4,28688210.92,371478,117899,0.287588317,22.16484529,69.83733874,2013
Tizanidine HCl,Tizanidine HCl,Unichem Pharmac, , , , , , , ,2013
Tobi Podhaler,Tobramycin,Novartis,5691368.81,186780,825,511,30.47097553,6898.628861,11137.70804,2013
Tobradex,Tobramycin/Dexamethasone,Alcon/Novartis,27087276.89,571629.333,158072,110243,47.58008774,171.3603731,245.7051866,2013
Tobradex St,Tobramycin/Dexamethasone,Alcon/Novartis,3098646.77,128649.5,24984,20142,24.08596046,124.025247,153.840074,2013
Tobramycin,Tobramycin,Akorn Inc.,395599.5,181025.971,34893,28101,2.185319034,11.33750322,14.07777303,2013
Tobramycin,Tobramycin,Sandoz,832700.73,506013.088,72700,58538,1.645611052,11.45393026,14.22496037,2013
Tobramycin,Tobramycin,Valeant,1512522.88,739516.1,125056,101322,2.04528729,12.09476459,14.9278822,2013
Tobramycin,Tobramycin In 0.225% Sod Chlor,Akorn Inc., , , , , , , ,2013
Tobramycin,Tobramycin In 0.225% Sod Chlor,Amneal Pharmace, , , , , , , ,2013
Tobramycin,Tobramycin In 0.225% Sod Chlor,Sandoz, , , , , , , ,2013
Tobramycin,Tobramycin In 0.225% Sod Chlor,Teva USA,357435.05,16896,75, ,21.15501006,4765.800667, ,2013
Tobramycin Sulfate,Tobramycin Sulfate,Akorn Inc., , , , , , , ,2013
Tobramycin Sulfate,Tobramycin Sulfate,App/Fresenius K,693811.8,1245479.814,10502,4506,0.557063866,66.06473053,153.9750999,2013
Tobramycin Sulfate,Tobramycin Sulfate,Hospira/Pfizer,29638.32,108396.499,994, ,0.273425067,29.81722334, ,2013
Tobramycin Sulfate,Tobramycin Sulfate,Mylan Instituti, , , , , , , ,2013
Tobramycin Sulfate,Tobramycin Sulfate,Teva Parenteral,23338.77,112874.25,802, ,0.206767886,29.10071072, ,2013
Tobramycin Sulfate,Tobramycin Sulfate,X-Gen Pharmaceu,2655651.54,136218.065,2439,1619,19.49558996,1088.82802,1640.303607,2013
Tobramycin Sulfate,Tobramycin Sulfate,X-Gen/Premierpr, , , , , , , ,2013
Tobramycin-Dexamethasone,Tobramycin/Dexamethasone,Sandoz,22277895.48,1213164.884,232027,175848,18.3634523,96.01423748,126.6883643,2013
Tobramycin-Dexamethasone,Tobramycin/Dexamethasone,Valeant,23631219.69,1255392.002,245157,185197,18.82377748,96.39218823,127.6004454,2013
Tobrex,Tobramycin,Alcon/Novartis,1711383.42,60579,16834,12832,28.25044025,101.6623156,133.3684087,2013
Tofranil,Imipramine HCl,Mallinckrodt Ph,329637.99,54001,419,94,6.113401769,786.7255131,3506.787128,2013
Tolak,Fluorouracil,Hill Derm/Pierr, , , , , , , ,2013
Tolazamide,Tolazamide,Mylan,1278635.73,815715,5475,1617,1.556775633,233.5407726,790.7456586,2013
Tolbutamide,Tolbutamide,Mylan,349819.25,523270,3641,909,0.668525331,96.07779456,384.839659,2013
Tolcapone,Tolcapone,Oceanside Pharm, , , , , , , ,2013
Tolcapone,Tolcapone,Par Pharm., , , , , , , ,2013
Tolmetin Sodium,Tolmetin Sodium,Mylan,531519.89,188745,1781,510,2.816074015,298.4390174,1042.195863,2013
Tolmetin Sodium,Tolmetin Sodium,Teva USA,283365.91,316214,2864,887,0.896120697,98.94061103,319.465513,2013
Tolterodine Tartrate,Tolterodine Tartrate,Apotex Corp,9253698.23,3584925.5,51401,16210,2.580132712,180.029537,570.8635552,2013
Tolterodine Tartrate,Tolterodine Tartrate,Greenstone LLC., , , , , , , ,2013
Tolterodine Tartrate,Tolterodine Tartrate,Macleods Pharma, , , , , , , ,2013
Tolterodine Tartrate,Tolterodine Tartrate,Mylan,2587300.48,1000926,14139,5721,2.584698767,182.9903444,452.2461947,2013
Tolterodine Tartrate,Tolterodine Tartrate,Mylan Instituti,63024.98,23401,441,164,2.693260117,142.9137869,384.2986585,2013
Tolterodine Tartrate,Tolterodine Tartrate,Teva USA,18717132.05,7595267,125164,36137,2.464306793,149.5408588,517.9492501,2013
Tolterodine Tartrate ER,Tolterodine Tartrate,Greenstone LLC., , , , , , , ,2013
Tolterodine Tartrate ER,Tolterodine Tartrate,Mylan, , , , , , , ,2013
Tolterodine Tartrate ER,Tolterodine Tartrate,Mylan Instituti, , , , , , , ,2013
Tolterodine Tartrate ER,Tolterodine Tartrate,Teva USA, , , , , , , ,2013
Tolterodine Tartrate ER,Tolterodine Tartrate,Torrent Pharmac, , , , , , , ,2013
Topamax,Topiramate,Janssen Pharm.,48866298.56,5784527.5,59971,7684,8.851749993,814.8321449,6359.487059,2013
Topcare Clickfine,"Pen Needle, Diabetic",Perrigo Diabete,12358.25,60784,562,231,0.203315018,21.98976868,53.49891775,2013
Topcare Ultra Comfort,"Syringe And Needle,Insulin,1ml",Perrigo Diabete,5946.06,38252,332,277,0.155570922,17.90981928,21.46592058,2013
Topicort,Desoximetasone,Taro Pharm USA,653295.62,159861,1848,1414,4.038974267,353.5149459,462.0195332,2013
Topiramate,Topiramate,AHP,84320,234580,4000,413,0.366315431,21.08,204.1646489,2013
Topiramate,Topiramate,Aurobindo Pharm,3946.02,12380,210,85,0.318741519,18.79057143,46.42376471,2013
Topiramate,Topiramate,Avpak, , , , , , , ,2013
Topiramate,Topiramate,Camber Pharmace,17012910.7,50014324.58,668304,137611,0.348293891,25.45684404,123.6304561,2013
Topiramate,Topiramate,"Cipla USA, Inc.", , , , , , , ,2013
Topiramate,Topiramate,Glenmark Pharma,9314896.64,28934622.32,387712,82050,0.327457762,24.02529878,113.5270767,2013
Topiramate,Topiramate,"Gsms, Inc.",2766.93,23667,251,74,0.120155226,11.0236255,37.39094595,2013
Topiramate,Topiramate,Mylan,121111.68,503586,6233,2220,0.24396267,19.43072036,54.55481081,2013
Topiramate,Topiramate,Mylan Instituti,102436.58,284294,5904,731,0.365112693,17.35036924,140.1321204,2013
Topiramate,Topiramate,Sun Pharma Glob, , , , , , , ,2013
Topiramate,Topiramate,Sun Pharmaceuti,10113768.19,29078348.6,371903,80794,0.353499001,27.19463997,125.1796939,2013
Topiramate,Topiramate,Teva USA,655697.81,743535,5599,64570,0.889502441,117.1098071,10.15483677,2013
Topiramate,Topiramate,Torrent Pharmac,1508621.95,4321560,65139,15071,0.350773926,23.1600416,100.1009853,2013
Topiramate,Topiramate,Unichem Pharmac, , , , , , , ,2013
Topiramate,Topiramate,Zydus Pharmaceu,22508268.75,59629668.5,734177,165787,0.38142272,30.65782332,135.7661864,2013
Topiramate ER,Topiramate,Upsher Smith La, , , , , , , ,2013
Toprol XL,Metoprolol Succinate,Astrazeneca,73869739.93,91941961,996934,273415,0.807465182,74.09692109,270.1744232,2013
Torisel,Temsirolimus,Wyeth/Pfizer,338590.26,245,80, ,1382.001061,4232.37825, ,2013
Torsemide,Torsemide,AHP,7803.15,20436,568,121,0.381833529,13.73794014,64.48884298,2013
Torsemide,Torsemide,Apotex Corp,2382158.43,6792918.683,117038,29578,0.370807991,20.35371785,80.5381848,2013
Torsemide,Torsemide,Aurobindo Pharm,436846.9,2060899,17554,7543,0.239614818,24.88588926,57.91421185,2013
Torsemide,Torsemide,Camber Pharmace,7839652.75,22437557.93,343530,85966,0.369270703,22.8208679,91.19480667,2013
Torsemide,Torsemide,Citron Pharma L, , , , , , , ,2013
Torsemide,Torsemide,Roxane/West-War,316140.99,977481.5,17798,4679,0.323424014,17.76272559,67.56593075,2013
Torsemide,Torsemide,Teva USA,13798385.2,36899581.27,594290,136336,0.393873072,23.2182692,101.2086698,2013
Toujeo Solostar,"Insulin Glargine,Hum.Rec.Anlog",Sanofi-Aventis, , , , , , , ,2013
Toviaz,Fesoterodine Fumarate,Pfizer US Pharm,104592215.2,19219553.84,504718,111135,5.442165465,207.2290174,941.1275943,2013
Tracleer,Bosentan,Actelion Pharma,445177151.4,3876800,64791,7099,114.8304142,6870.972071,62709.83962,2013
Tradjenta,Linagliptin,Boehringer Ing.,152777027.1,18537374,494684,105373,8.241567931,308.8376157,1449.868819,2013
Tramadol HCl,Tramadol HCl,AHP, , , , , , , ,2013
Tramadol HCl,Tramadol HCl,Amneal Pharmace,41159939.96,372950597,4137008,1369152,0.110362982,9.949204826,30.06235974,2013
Tramadol HCl,Tramadol HCl,Caraco/Sun Phar,22104937.77,197520893.4,2310119,775895,0.111911897,9.568744195,28.48959946,2013
Tramadol HCl,Tramadol HCl,Macleods Pharma, , , , , , , ,2013
Tramadol HCl,Tramadol HCl,Major Pharmaceu, , , , , , , ,2013
Tramadol HCl,Tramadol HCl,Mckesson Packag, , , , , , , ,2013
Tramadol HCl,Tramadol HCl,Mylan,13810678.97,106443701.4,1355520,409668,0.129746324,10.18847304,33.71188126,2013
Tramadol HCl,Tramadol HCl,Mylan Instituti,153167.95,881595.9,17381,4953,0.173739408,8.812378459,30.92427822,2013
Tramadol HCl,Tramadol HCl,Northstar Rx Ll,1025266.81,9458277.376,111653,70911,0.108398894,9.182617664,14.45850164,2013
Tramadol HCl,Tramadol HCl,Teva USA,21174049.53,171490697.5,1997508,679523,0.123470543,10.60023266,31.16016607,2013
Tramadol HCl,Tramadol HCl,Virtus Pharmace, , , , , , , ,2013
Tramadol HCl,Tramadol HCl,Zydus Pharmaceu,22633295.64,192728184,2154051,795845,0.117436356,10.50731651,28.4393263,2013
Tramadol HCl ER,Tramadol HCl,Lupin Pharmaceu, , , , , , , ,2013
Tramadol HCl ER,Tramadol HCl,Mylan, , , , , , , ,2013
Tramadol HCl ER,Tramadol HCl,Par Pharm.,11387439.05,3175343.5,67713,22182,3.701740382,168.1721243,513.363946,2013
Tramadol HCl ER,Tramadol HCl,Patriot Pharmac,1584132.03,456527,11962,4243,3.576340062,132.4303653,373.3518807,2013
Tramadol HCl ER,Tramadol HCl,Sun Pharma Glob,4432890.03,1205781,28604,9422,3.708106282,154.9744801,470.4829155,2013
Tramadol HCl ER,Tramadol HCl,Trigen Laborato, , , , , , , ,2013
Tramadol HCl-Acetaminophen,Tramadol HCl/Acetaminophen,AHP, , , , , , , ,2013
Tramadol HCl-Acetaminophen,Tramadol HCl/Acetaminophen,Amneal Pharmace,15808177.83,42509298.34,546039,219394,0.371875765,28.95063875,72.05382932,2013
Tramadol HCl-Acetaminophen,Tramadol HCl/Acetaminophen,Apotex Corp, , , , , , , ,2013
Tramadol HCl-Acetaminophen,Tramadol HCl/Acetaminophen,Caraco/Sun Phar,2077465.35,6002858,78366,36944,0.346079376,26.50977911,56.2328213,2013
Tramadol HCl-Acetaminophen,Tramadol HCl/Acetaminophen,Mylan,3852903.83,10637198,145660,60055,0.362210408,26.4513513,64.15625393,2013
Tramadol HCl-Acetaminophen,Tramadol HCl/Acetaminophen,Par Pharm.,3808399.22,9582027,115649,55282,0.397452357,32.93067143,68.8904023,2013
Tramadol HCl-Acetaminophen,Tramadol HCl/Acetaminophen,Zydus Pharmaceu,3154767.71,8050817,96303,44315,0.39185684,32.75876878,71.18961322,2013
Trandolapril,Trandolapril,Actavis Pharma/,1668140.79,2895235.5,47898, ,0.575869346,34.82694037, ,2013
Trandolapril,Trandolapril,Aurobindo Pharm,7518.89,13199,371,69,0.569656035,20.26654987,108.9694203,2013
Trandolapril,Trandolapril,Citron Pharma L, , , , , , , ,2013
Trandolapril,Trandolapril,Epic Pharma LLC, , , , , , , ,2013
Trandolapril,Trandolapril,Lupin Pharmaceu,2617076.97,4993100,84000,16605,0.523745371,31.15567821,157.6077669,2013
Trandolapril-Verapamil ER,Trandolapril/Verapamil HCl,Glenmark Pharma,6518.55,2724,68,44,2.398869534,95.86102941,148.1488636,2013
Trandolapril-Verapamil ER,Trandolapril/Verapamil HCl,Greenstone LLC., , , , , , , ,2013
Tranexamic Acid,Tranexamic Acid,Actavis Pharma/,188702.3,46472.992,1270, ,4.060472371,148.5844882, ,2013
Tranexamic Acid,Tranexamic Acid,Amring Pharmace, , , , , , , ,2013
Tranexamic Acid,Tranexamic Acid,Apotex Corp, , , , , , , ,2013
Tranexamic Acid,Tranexamic Acid,Prasco Labs, , , , , , , ,2013
Transderm-Scop,Scopolamine,Baxter Healthca,8201115.89,508493.034,75441,35553,16.12827579,108.7090029,230.672964,2013
Transderm-Scop,Scopolamine,Novartis Consum,10213616.9,677995.957,122597,67369,15.06442154,83.31049618,151.607073,2013
Transderm-Scop,Scopolamine,Sandoz Inc., , , , , , , ,2013
Tranxene T-Tab,Clorazepate Dipotassium,Recordati Rare, , , , , , , ,2013
Tranylcypromine Sulfate,Tranylcypromine Sulfate,Actavis Pharma, , , , , , , ,2013
Tranylcypromine Sulfate,Tranylcypromine Sulfate,Par Pharm.,3958319.16,2162164,12016,1881,1.830721055,329.4207024,2104.369569,2013
Tranylcypromine Sulfate,Tranylcypromine Sulfate,Rising Pharm, , , , , , , ,2013
Travasol,Parenteral Amino Acid 10% No.6,Baxter Healthca,397183.64,15299807.78,2875,295,0.025960041,138.1508313,1346.38522,2013
Travatan Z,Travoprost,Alcon/Novartis,287955459.4,7242664.245,2013246,439650,39.7582229,143.0304391,654.965221,2013
Travoprost,Travoprost (Benzalkonium),Par Pharm.,1165263,35203.5,9239,4729,33.10077123,126.1243641,246.4079087,2013
Trazodone HCl,Trazodone HCl,AHP,4382.08,15886,406,150,0.275845399,10.79330049,29.21386667,2013
Trazodone HCl,Trazodone HCl,Apotex Corp,5131482.31,35586751.83,508900,202830,0.148675942,10.0834787,25.29942469,2013
Trazodone HCl,Trazodone HCl,Avkare, , , , , , , ,2013
Trazodone HCl,Trazodone HCl,Major Pharmaceu,123067.84,578878.267,20597,4350,0.21519729,5.975037141,28.29145747,2013
Trazodone HCl,Trazodone HCl,Mutual Pharm Co,1850356.34,10003510,229831,54760,0.184871965,8.050943258,33.79029109,2013
Trazodone HCl,Trazodone HCl,Qualitest/Par P,5818659.39,50956575.59,891333, ,0.114127537,6.528042146, ,2013
Trazodone HCl,Trazodone HCl,Teva USA,62825896.25,354463766.1,7477769,836243,0.184018882,8.401689896,75.12875594,2013
Trazodone HCl,Trazodone HCl,Torrent Pharmac, , , , , , , ,2013
Treanda,Bendamustine HCl,"Cephalon,Inc.-T",3817124.72,3261,574,121,1495.549684,6650.043066,31546.48529,2013
Trelstar,Triptorelin Pamoate,Actavis/Allerga,8673226.22,4165.2,4156,1506,2081.627846,2086.9168,5759.114356,2013
Tresiba Flextouch U-100,Insulin Degludec,Novo Nordisk, , , , , , , ,2013
Tresiba Flextouch U-200,Insulin Degludec,Novo Nordisk, , , , , , , ,2013
Tretinoin Microsphere,Tretinoin Microspheres,Oceanside Pharm,1012640.07,101580,2381,1629,9.971989596,425.3003234,621.6329466,2013
Tretinoin Microsphere,Tretinoin Microspheres,Spear Derm Prod, , , , , , , ,2013
Tretinoin*,Tretinoin,Actavis Pharma/,375315.03,412517.16,10825, ,0.90981677,34.67113441, ,2013
Tretinoin*,Tretinoin,Oceanside Pharm, , , , , , , ,2013
Tretinoin*,Tretinoin,Par Pharm.,1533996.42,71447,399,142,21.47041051,3844.602556,10802.79169,2013
Tretinoin*,Tretinoin,Rouses/Perrigo,3460576.44,2517996.09,63002, ,1.369317626,54.92804102, ,2013
Tretinoin*,Tretinoin,Spear Derm Prod, , , , , , , ,2013
Tretinoin*,Tretinoin,Teva USA,5036561.61,224196,1469, ,22.46499318,3428.564745, ,2013
Trexall,Methotrexate Sodium,Teva Women's He,370332.08,21838,2069, ,19.53121424,178.9908555, ,2013
Treximet,Sumatriptan Succ/Naproxen Sod,Pernix Therapeu, , , , , , , ,2013
Trezix,Acetaminophen/Caff/Dihydrocod,Wraser Pharma, , , , , , , ,2013
Tri-Estarylla,Norgestimate-Ethinyl Estradiol,Sandoz,7328.49,22932,638,160,0.31957483,11.48666144,45.8030625,2013
Tri-Legest Fe,Norethindrone-E.Estradiol-Iron,Teva USA,84790.56,55104,1547,243,1.538736934,54.80967033,348.9323457,2013
Tri-Linyah,Norgestimate-Ethinyl Estradiol,Northstar Rx Ll,94599.15,153171,4829,1046,0.617604834,19.5898012,90.43895794,2013
Tri-Lo-Estarylla,Norgestimate-Ethinyl Estradiol,Sandoz, , , , , , , ,2013
Tri-Lo-Marzia,Norgestimate-Ethinyl Estradiol,Lupin Pharmaceu, , , , , , , ,2013
Tri-Lo-Sprintec,Norgestimate-Ethinyl Estradiol,Teva USA, , , , , , , ,2013
Tri-Previfem,Norgestimate-Ethinyl Estradiol,Qualitest/Par P,288926.39,463087,14041, ,0.623913843,20.57733708, ,2013
Tri-Sprintec,Norgestimate-Ethinyl Estradiol,Teva USA,588677.04,1085119,33671,6911,0.542499984,17.48320632,85.17971929,2013
Triamcinolone Acetonide*,Triamcinolone Acetonide,Ascend Laborato,6400929.35,63424449.91,471384,289635,0.100922111,13.57901276,22.09998567,2013
Triamcinolone Acetonide*,Triamcinolone Acetonide,Fougera/Sandoz,13581525.24,92706193.71,983015,577248,0.179249127,13.81619328,23.52805941,2013
Triamcinolone Acetonide*,Triamcinolone Acetonide,G & W Labs., , , , , , , ,2013
Triamcinolone Acetonide*,Triamcinolone Acetonide,Glenmark Pharma, , , , , , , ,2013
Triamcinolone Acetonide*,Triamcinolone Acetonide,"IGI Labs, Inc./", , , , , , , ,2013
Triamcinolone Acetonide*,Triamcinolone Acetonide,Morton Grove Ph,610527.24,1095180.6,14975,10118,0.556963912,40.76976561,60.3407037,2013
Triamcinolone Acetonide*,Triamcinolone Acetonide,Perrigo Co.,20051782.29,150006119.6,1069111,647659,0.193216554,18.75556634,30.96040091,2013
Triamcinolone Acetonide*,Triamcinolone Acetonide,Qualitest/Par P,4165376.62,17542008.18,269796, ,0.22871001,15.43898583, ,2013
Triamcinolone Acetonide*,Triamcinolone Acetonide,Rising Pharm,5400574.29,528318.937,87758,57137,10.22218571,61.53939573,94.51973835,2013
Triamcinolone Acetonide*,Triamcinolone Acetonide,Taro Pharm USA*,8773443.35,18233497.68,428760,269469,2.142412788,20.46236438,32.55826589,2013
Triamcinolone Acetonide*,Triamcinolone Acetonide,Versapharm/Akor, , , , , , , ,2013
Triamcinolone Acetonide*,Triamcinolone Acetonide,Winthrop US,11907481.61,2276332.13,96490,39413,5.230994833,123.40638,302.120661,2013
Triamterene-Hydrochlorothiazid,Triamterene/Hydrochlorothiazid,Actavis Pharma/,6474036.08,27688274.45,542688, ,0.234052244,11.92957294, ,2013
Triamterene-Hydrochlorothiazid,Triamterene/Hydrochlorothiazid,Apotex Corp,4840311.98,29303683.33,568916,170111,0.165069776,8.507955445,28.45384473,2013
Triamterene-Hydrochlorothiazid,Triamterene/Hydrochlorothiazid,Bluepoint Labor, , , , , , , ,2013
Triamterene-Hydrochlorothiazid,Triamterene/Hydrochlorothiazid,Lannett Co. Inc,8729067.24,40394088,612325,201144,0.216097644,14.25561138,43.39710476,2013
Triamterene-Hydrochlorothiazid,Triamterene/Hydrochlorothiazid,Marlex Pharm., , , , , , , ,2013
Triamterene-Hydrochlorothiazid,Triamterene/Hydrochlorothiazid,Mylan,21585674.14,88458665.5,1577727,398178,0.247583816,13.68150139,54.21111699,2013
Triamterene-Hydrochlorothiazid,Triamterene/Hydrochlorothiazid,Mylan Instituti,195320.52,669557.2,17851,4893,0.29142427,10.94171307,39.91835684,2013
Triamterene-Hydrochlorothiazid,Triamterene/Hydrochlorothiazid,Sandoz,23083748.44,95564344.04,1778509,529963,0.24120854,12.97926996,43.55728313,2013
Trianex,Triamcinolone Acetonide,Promius Pharma, , , , , , , ,2013
Triazolam,Triazolam,Greenstone LLC.,2228994.71,4853222,129501,45352,0.458767985,17.21218145,49.14876323,2013
Tribenzor,Olmesartan/Amlodipin/HCThiazid,"Daiichi Sankyo,",37457849.92,7283448.5,175831,33581,5.144321865,213.0332531,1115.447721,2013
Tricare,Prenatal Vit103/Iron Fum/Folic,Medecor Pharma,2779.83,2772,84, ,1.002824675,33.09321429, ,2013
Tricitrates,Sod/Pot/K Cit/Sod Cit/Cit Acid,Pharmaceutical,12969.98,340273,276,86,0.038116395,46.99268116,150.8137209,2013
Tricor,Fenofibrate Nanocrystallized,Abbvie US LLC,58479678.97,13444944,223037,72705,4.244487659,262.1972093,804.3419156,2013
Triesence,Triamcinolone Acetonide/PF,Alcon/Novartis,11569.06,506,52, ,22.86375494,222.4819231, ,2013
Trifluoperazine HCl,Trifluoperazine HCl,Mylan,3176440.86,5733089.5,84146,13172,0.547450286,37.74916051,241.1509915,2013
Trifluoperazine HCl,Trifluoperazine HCl,Mylan Instituti,65595.85,111628,1878,489,0.578645658,34.92856763,134.1428425,2013
Trifluoperazine HCl,Trifluoperazine HCl,Sandoz,1447990.58,2527138.25,38709,6854,0.566911536,37.40707794,211.2621214,2013
Trifluoperazine HCl,Trifluoperazine HCl,Upsher Smith La, , , , , , , ,2013
Trifluridine,Trifluridine,Greenstone LLC.,1060891.62,56780.626,7453,5858,18.68404234,142.3442399,181.1013349,2013
Trifluridine,Trifluridine,Sandoz,1473330.31,80223,10528,7882,18.36543522,139.9439884,186.923409,2013
Triglide,Fenofibrate Nanocrystallized,Shionogi US/Cas,1361591.87,214897.5,3796,1334,6.336006096,358.6912197,1020.683561,2013
Trihexyphenidyl HCl,Trihexyphenidyl HCl,AHP,20857.76,103919.5,1972,353,0.197955559,10.5769574,59.08713881,2013
Trihexyphenidyl HCl,Trihexyphenidyl HCl,Actavis Pharma/,2127125.02,13934332.22,193190, ,0.153848132,11.01053378, ,2013
