Brand Name,Generic Name,Manufacturer,Total Spending,Total Dosage Units,Total Claims,Average Spending Per Dosage Unit (Weighted),Average Spending Per Claim,Year
Suboxone,Buprenorphine HCl/Naloxone HCl,Indivior Inc.,328607291.8,46331445.12,1329045,7.143082589,247.2506889,2013
Subsys,Fentanyl,Insys Therapeut,1658723,28710,352,54.16665964,4712.28125,2013
Sucralfate,Sucralfate,Actavis/Greenst,2165360.94,7036905.706,81216,0.307714929,26.6617531,2013
Sucralfate,Sucralfate,Ahp,107.82,23,12,4.687826087,8.985,2013
Sucralfate,Sucralfate,Mylan Instituti, , , , , ,2013
Sucralfate,Sucralfate,Nostrum/Mylan,1989916.74,6540358.308,71522,0.304251946,27.82244261,2013
Sucralfate,Sucralfate,Pharmaceutical,418106.95,891733.367,1863,0.468869917,224.4267042,2013
Sucralfate,Sucralfate,Precision Dose,150945.45,262347.03,807,0.575365576,187.0451673,2013
Sucralfate,Sucralfate,Teva USA,2895877.29,9735888.639,111989,0.297443551,25.85858692,2013
Sucralfate,Sucralfate,Vistapharm,276668.42,732298.885,1307,0.377808059,211.6820352,2013
Sufentanil Citrate,Sufentanil Citrate,Akorn Inc.,320.03,24,21,13.33458333,15.23952381,2013
Sulfacetamide Sodium*,Sulfacetamide Sodium,Akorn Inc., , , , , ,2013
Sulfacetamide Sodium*,Sulfacetamide Sodium,Fougera/Sandoz,214489.41,336105.6,2751,0.638160775,77.96779717,2013
Sulfacetamide Sodium*,Sulfacetamide Sodium,Oceanside Pharm, , , , , ,2013
Sulfacetamide Sodium*,Sulfacetamide Sodium,Pacific/Greenst, , , , , ,2013
Sulfacetamide Sodium*,Sulfacetamide Sodium,Perrigo Co.*,116307.74,174764.318,1485,0.665511938,78.32171044,2013
Sulfacetamide Sodium*,Sulfacetamide Sodium,Sandoz,1753350.99,1053198.42,70549,1.664786954,24.85295313,2013
Sulfacetamide Sodium*,Sulfacetamide Sodium,Valeant,1542556.55,1143700.026,75297,1.348742253,20.48629494,2013
Sulfacetamide-Prednisolone,Sulfacetamide/Prednisolone Sp,Valeant,80727.68,29989,4052,2.6919097,19.92292201,2013
Sulfacleanse 8-4,Sulfacetamide Sodium/Sulfur,Prugen Pharmace,13219.13,57706,129,0.229077219,102.473876,2013
Sulfadiazine,Sulfadiazine,Sandoz,958047.03,310890.28,2242,3.081624263,427.318033,2013
Sulfamethoxazole-Trimethoprim*,Sulfamethoxazole/Trimethoprim,Ahp,46886.63,13647.3,2158,3.435597518,21.72689064,2013
Sulfamethoxazole-Trimethoprim*,Sulfamethoxazole/Trimethoprim,Amneal Pharmace,9948761.69,34445675.06,1741430,0.289142109,5.712983979,2013
Sulfamethoxazole-Trimethoprim*,Sulfamethoxazole/Trimethoprim,Aurobindo Pharm,4845981.2,46138216.86,694490,0.1979108,6.977755187,2013
Sulfamethoxazole-Trimethoprim*,Sulfamethoxazole/Trimethoprim,Hi-Tech/Akorn C,13546565.58,166350553.1,994714,0.081433975,13.61855325,2013
Sulfamethoxazole-Trimethoprim*,Sulfamethoxazole/Trimethoprim,Major Pharmaceu,188910.34,23802.616,6532,7.936536892,28.92075015,2013
Sulfamethoxazole-Trimethoprim*,Sulfamethoxazole/Trimethoprim,Mckesson Packag,14218.12,14337.6,1874,0.991666667,7.587043757,2013
Sulfamethoxazole-Trimethoprim*,Sulfamethoxazole/Trimethoprim,Mutual Pharm Co,315016.45,1122529.1,53777,0.281629055,5.857828626,2013
Sulfamethoxazole-Trimethoprim*,Sulfamethoxazole/Trimethoprim,Mylan Instituti,20648.01,11669.861,1386,1.769344982,14.89755411,2013
Sulfamethoxazole-Trimethoprim*,Sulfamethoxazole/Trimethoprim,Qualitest/Par P,813002.53,2619993.953,123548,0.313561468,6.58045885,2013
Sulfamethoxazole-Trimethoprim*,Sulfamethoxazole/Trimethoprim,Teva Parenteral,35453.4,42501.112,407,0.834175821,87.10909091,2013
Sulfamethoxazole-Trimethoprim*,Sulfamethoxazole/Trimethoprim,Teva USA, , , , , ,2013
Sulfamethoxazole-Trimethoprim*,Sulfamethoxazole/Trimethoprim,Vista Pharmaceu,146802.95,456902.316,23261,0.321720612,6.31111947,2013
Sulfamylon,Mafenide Acetate,Mylan Instituti,13936.59,21477.6,224,0.648889541,62.21691964,2013
Sulfasalazine,Sulfasalazine,Actavis Pharma/,819700.84,4344780.072,35336,0.188663368,23.19732964,2013
Sulfasalazine,Sulfasalazine,Greenstone LLC.,326652.54,1885483.929,14938,0.173245995,21.86722051,2013
Sulfasalazine,Sulfasalazine,Qualitest/Par P,237545.58,1348459.56,11087,0.1761607,21.42559574,2013
Sulfasalazine Dr,Sulfasalazine,Greenstone LLC.,288385.28,1120393.911,8822,0.257396329,32.68933122,2013
Sulfasalazine Dr,Sulfasalazine,Qualitest/Par P,158036.72,609097.12,4879,0.259460626,32.39121131,2013
Sulfatrim,Sulfamethoxazole/Trimethoprim,"STI Pharma, LLC", , , , , ,2013
Sulindac,Sulindac,Actavis Pharma/,489520.93,1780042.45,32691,0.274656473,14.97418036,2013
Sulindac,Sulindac,Epic Pharma LLC,131894.74,516002.15,9141,0.255977375,14.42891806,2013
Sulindac,Sulindac,Heritage Pharma,49761.75,193676,3454,0.256439871,14.40699189,2013
Sulindac,Sulindac,Major Pharmaceu,882.89,2850,56,0.309785965,15.76589286,2013
Sulindac,Sulindac,Mutual Pharm Co,130773.85,508131.41,9291,0.257345405,14.07532558,2013
Sulindac,Sulindac,Mylan,178182.78,676126.927,12212,0.263211681,14.5907943,2013
Sumatriptan,Sumatriptan,Lannett Co. Inc, , , , , ,2013
Sumatriptan,Sumatriptan,Sandoz,4543664.45,130706.601,20694,34.76273617,219.5643399,2013
Sumatriptan Succinate*,Sumatriptan Succinate,Actavis Pharma,1472152.45,683269.224,74375,2.154393047,19.79364639,2013
Sumatriptan Succinate*,Sumatriptan Succinate,App/Fresenius K,98544.7,851.007,1139,115.7977549,86.51861282,2013
Sumatriptan Succinate*,Sumatriptan Succinate,Aurobindo Pharm,2211987.85,977790.993,109383,2.261819178,20.22240979,2013
Sumatriptan Succinate*,Sumatriptan Succinate,Auromedics Phar,10771.86,112,62,96.17732143,173.7396774,2013
Sumatriptan Succinate*,Sumatriptan Succinate,Dr.Reddy'S Lab*,5774205.18,2428168.176,264611,2.37600088,21.8214858,2013
Sumatriptan Succinate*,Sumatriptan Succinate,Mylan,3913481.64,1708303.103,187837,2.289558434,20.83445562,2013
Sumatriptan Succinate*,Sumatriptan Succinate,Northstar Rx Ll,808773.26,363133.716,39242,2.227056287,20.6098889,2013
Sumatriptan Succinate*,Sumatriptan Succinate,Ranbaxy/Sun Pha,3682191.05,1585042.123,172615,2.322926896,21.33181386,2013
Sumatriptan Succinate*,Sumatriptan Succinate,Sagent Pharmace,50134.08,542.006,629,93.00360761,79.70441971,2013
Sumatriptan Succinate*,Sumatriptan Succinate,Sandoz,6054249.15,44320.095,19059,136.7375274,317.6582796,2013
Sumatriptan Succinate*,Sumatriptan Succinate,Sun Pharma Glob,5455577.11,39878.253,17386,136.8058202,313.7913902,2013
Sumatriptan Succinate*,Sumatriptan Succinate,Sun Pharmaceuti,1145395.93,505821.065,55568,2.263182383,20.61250954,2013
Sumatriptan Succinate*,Sumatriptan Succinate,Teva Parenteral,12991.89,145.207,166,89.47151308,78.26439759,2013
Sumatriptan Succinate*,Sumatriptan Succinate,Teva USA, , , , , ,2013
Sumatriptan Succinate*,Sumatriptan Succinate,"West-Ward, Inc.", , , , , ,2013
Sumavel Dosepro,Sumatriptan Succinate,Endo Pharm Inc., , , , , ,2013
Supprelin La,Histrelin Acetate,Endo Pharm Inc.,11234407.52,712,698,15778.66225,16095.13971,2013
Suprane,Desflurane,Baxter Healthca,247126.29,81127.02,1219,3.046165014,202.7287039,2013
Suprax,Cefixime,Lupin Pharma,58368174.48,12248355.72,200777,5.048549583,290.7114584,2013
Suprep,"Sodium, Potassium,Mag Sulfates",Braintree Labs.,1340611.83,29257.81,18398,45.82064857,72.86725894,2013
Surgilube,Surgical Lubricant,Savage Labs/Hr, , , , , ,2013
Surmontil,Trimipramine Maleate,Teva Women'S He,66431.37,13818,218,4.807596613,304.7310551,2013
Sustiva,Efavirenz,BMS,27937140.52,1367405.39,43182,21.30997996,646.9626354,2013
Sutent,Sunitinib Malate,Pfizer US Pharm,26011954.74,113646.916,3493,259.5425425,7446.88083,2013
Syeda,Ethinyl Estradiol/Drospirenone,Sandoz,2391673.27,1182203.964,34553,2.023063146,69.21752872,2013
Sylatron,PEGinterferon Alfa-2b,Merck Sharp & D, , , , , ,2013
Symbicort,Budesonide/Formoterol Fumarate,Astrazeneca,201057262,8793121.837,858102,22.86483384,234.3046188,2013
Symbyax,Olanzapine/Fluoxetine HCl,Eli Lilly & Co.,2409872.95,157667.34,5001,15.25478425,481.8782144,2013
Symlinpen 120,Pramlintide Acetate,Astrazeneca, , , , , ,2013
Symlinpen 60,Pramlintide Acetate,Astrazeneca, , , , , ,2013
Synagis,Palivizumab,Medimmune/Astra,386999082.9,166379.819,174690,2346.537086,2215.347661,2013
Synarel,Nafarelin Acetate,Pharmaci/Pfizer,246469.79,1548,143,159.2182106,1723.564965,2013
Synera,Lidocaine/Tetracaine,Galen US Incorp, , , , , ,2013
Synjardy,Empagliflozin/Metformin HCl,Boehringer Ing., , , , , ,2013
Synribo,Omacetaxine Mepesuccinate,"Cephalon,Inc.-T",84937.69,98,17,866.7111225,4996.334706,2013
Synthroid,Levothyroxine Sodium,Abbvie US LLC,10587896.27,13683851.06,421011,0.773658789,25.14874022,2013
Synvisc,Hylan G-F 20,Genzyme,323869.12,32609.5,1585,9.931741364,204.3338297,2013
Synvisc-One,Hylan G-F 20,Genzyme,622714.54,55962.144,1470,11.12742464,423.6153333,2013
Syprine,Trientine HCl,Valeant, , , , , ,2013
Tab-A-Vite,Multivitamin,Major Pharmaceu,91064.68,1199039,40560,0.075948055,2.245184418,2013
Tab-A-Vite With Iron,Multivitamin With Iron,Major Pharmaceu,12019.32,159112,5380,0.075539997,2.234074349,2013
Tabloid,Thioguanine,Aspen/Prasco La,179088.94,15682.5,590,11.41966778,303.5405763,2013
Taclonex,Calcipotriene/Betamethasone,Leo Pharma Inc.,527383.84,52621.82,815,10.02215127,647.0967362,2013
Tacrolimus*,Tacrolimus,Accord Healthca,8818630.61,3614870.636,28463,2.748652321,309.8278681,2013
Tacrolimus*,Tacrolimus,Ahp,25537.15,4974,60,5.134127463,425.6191667,2013
Tacrolimus*,Tacrolimus,Bionpharma Inc., , , , , ,2013
Tacrolimus*,Tacrolimus,Dr.Reddy'S Lab,26466313.93,10693310.06,81896,2.829782513,323.1697999,2013
Tacrolimus*,Tacrolimus,Fougera/Sandoz, , , , , ,2013
Tacrolimus*,Tacrolimus,Kremers Urban,2126854.93,963987.5,7368,2.105715468,288.6610926,2013
Tacrolimus*,Tacrolimus,Mylan,803239.94,270013.112,2354,3.641964941,341.223424,2013
Tacrolimus*,Tacrolimus,Mylan Instituti,7825.94,2435,24,3.213938398,326.0808333,2013
Tacrolimus*,Tacrolimus,Perrigo Co., , , , , ,2013
Tacrolimus*,Tacrolimus,Sandoz,35036202.01,13507575.45,108135,3.208604974,324.0042725,2013
Tacrolimus*,Tacrolimus,Sandoz/Novaplus,283590.38,159751.94,1583,1.973734079,179.1474289,2013
Tacrolimus*,Tacrolimus,Strides Pharma, , , , , ,2013
Tafinlar,Dabrafenib Mesylate,Novartis, , , , , ,2013
Tagrisso,Osimertinib Mesylate,Astrazeneca, , , , , ,2013
Taltz Autoinjector,Ixekizumab,Eli Lilly & Co., , , , , ,2013
Taltz Autoinjector (2 Pack),Ixekizumab,Eli Lilly & Co., , , , , ,2013
Tamiflu,Oseltamivir Phosphate,"Genentech, Inc.",15423951.22,8086882.002,87771,1.907280361,175.729469,2013
Tamiflu,Oseltamivir Phosphate,Roche Labs.,59397095.55,5570274.289,572441,10.7119018,103.7610785,2013
Tamoxifen Citrate,Tamoxifen Citrate,Actavis Pharma,178135.86,303360.03,9045,0.587209396,19.69440133,2013
Tamoxifen Citrate,Tamoxifen Citrate,Actavis Pharma/,791611.45,1841867.092,51973,0.442207636,15.23120563,2013
Tamoxifen Citrate,Tamoxifen Citrate,Mayne Pharma In, , , , , ,2013
Tamoxifen Citrate,Tamoxifen Citrate,Mylan,166823.48,301346.94,8236,0.558540087,20.25540068,2013
Tamoxifen Citrate,Tamoxifen Citrate,Teva/Mayne Phar,2154305.16,3334510.26,92684,0.66073394,23.2435497,2013
Tamsulosin HCl,Tamsulosin HCl,Actavis Pharma/,2422438.83,5138371.762,157023,0.471440943,15.42728664,2013
Tamsulosin HCl,Tamsulosin HCl,Ahp, , , , , ,2013
Tamsulosin HCl,Tamsulosin HCl,Aurobindo Pharm, , , , , ,2013
Tamsulosin HCl,Tamsulosin HCl,Citron Pharma L, , , , , ,2013
Tamsulosin HCl,Tamsulosin HCl,Global Pharm,664808.76,1503758.66,45919,0.442098043,14.47785797,2013
Tamsulosin HCl,Tamsulosin HCl,Major Pharmaceu, , , , , ,2013
Tamsulosin HCl,Tamsulosin HCl,Mckesson Packag,334,674,34,0.495548961,9.823529412,2013
Tamsulosin HCl,Tamsulosin HCl,Mylan,457539.89,903709.045,29492,0.506291148,15.51403398,2013
Tamsulosin HCl,Tamsulosin HCl,Mylan Instituti,138170.03,317630.83,10204,0.435001949,13.54077127,2013
Tamsulosin HCl,Tamsulosin HCl,Sandoz,199746.17,475654.177,14305,0.419939905,13.96338134,2013
Tamsulosin HCl,Tamsulosin HCl,Sun Pharmaceuti,1462861.5,2612625.421,79396,0.559920105,18.42487657,2013
Tamsulosin HCl,Tamsulosin HCl,Zydus Pharmaceu,3578418.21,7364712.604,224082,0.485887013,15.96923541,2013
Tandem Plus,"Iron Fm,Ps No.1/Folic/Mv No.18",US Pharmaceutic,39258.63,62069,1923,0.632499799,20.41530421,2013
Tanzeum,Albiglutide,Glaxosmithkline, , , , , ,2013
Tapazole,Methimazole,Pfizer US Pharm,3181.26,7269,174,0.437647544,18.28310345,2013
Tarceva,Erlotinib HCl,"Genentech, Inc.",40862377.19,236415.38,7630,179.3810844,5355.488492,2013
Targretin,Bexarotene,Valeant, , , , , ,2013
Tarina Fe,Norethindrone-E.Estradiol-Iron,"Afaxys, Inc.", , , , , ,2013
Tarka,Trandolapril/Verapamil HCl,Abbvie US LLC,336883.63,84266,2567,3.997749849,131.2363187,2013
Taron Forte,"Iron Bg,Ps/Vitc/B12/FA/Calcium",Trigen Laborato,25111.93,34105,1079,0.736312271,23.27333642,2013
Taron-C DHA,"PNV 16/Iron Fum,Ps/Folic/Om-3",Trigen Laborato,643873.86,884386.001,22660,0.728046192,28.41455693,2013
Taron-Prex Prenatal,PNV 39/Iron/Folic/Docusate/DHA,Trigen Laborato,101440.21,77626,2190,1.306781362,46.31973059,2013
Tasigna,Nilotinib HCl,Novartis,26902888.79,368530.111,3577,72.99672348,7521.075983,2013
Taxotere,Docetaxel,Sanofi-Aventis,8416162.95,40059.191,6676,216.5586581,1260.659519,2013
Taytulla,Norethindrone-E.Estradiol-Iron,Allergan Inc., , , , , ,2013
Tazicef,Ceftazidime,Hospira/Pfizer,283019.14,15561.38,2317,23.90027638,122.1489599,2013
Tazorac,Tazarotene,Allergan Inc.,6613116.85,838839,18875,7.874986279,350.3638066,2013
Taztia Xt,Diltiazem HCl,Actavis Pharma/,890384.27,699630.09,18795,1.286060228,47.37346475,2013
Tecentriq,Atezolizumab,"Genentech, Inc.", , , , , ,2013
Tecfidera,Dimethyl Fumarate,Biogen-Idec,32708030.49,311533.503,7213,565.0148348,4534.59455,2013
Technivie,Ombitasvir/Paritaprev/Ritonav,Abbvie US LLC, , , , , ,2013
Teflaro,Ceftaroline Fosamil Acetate,Allergan Inc.,1280612.8,34042.03,2926,37.87080196,437.6667122,2013
Tegretol,Carbamazepine,Novartis,4610644.47,10741364.24,27381,0.931536185,168.3884617,2013
Tegretol XR,Carbamazepine,Novartis,8088822.71,6058973.076,67214,1.399434016,120.3443138,2013
Tekturna,Aliskiren Hemifumarate,Novartis/Noden,1580742.73,400936.45,12944,3.94842605,122.1216571,2013
Tekturna HCT,Aliskiren/Hydrochlorothiazide,Novartis/Noden,336907.9,87336.76,2788,3.868507579,120.8421449,2013
Telmisartan,Telmisartan,Actavis Pharma/, , , , , ,2013
Telmisartan,Telmisartan,Alembic Pharmac, , , , , ,2013
Telmisartan,Telmisartan,Ascend Laborato, , , , , ,2013
Telmisartan,Telmisartan,Aurobindo Pharm, , , , , ,2013
Telmisartan,Telmisartan,Glenmark Pharma, , , , , ,2013
Telmisartan,Telmisartan,Mylan, , , , , ,2013
Telmisartan,Telmisartan,Roxane/West-War, , , , , ,2013
Telmisartan,Telmisartan,Sandoz, , , , , ,2013
Telmisartan,Telmisartan,Torrent Pharmac, , , , , ,2013
Telmisartan,Telmisartan,Zydus Pharmaceu, , , , , ,2013
Telmisartan-Amlodipine,Telmisartan/Amlodipine,Lupin Pharmaceu, , , , , ,2013
Telmisartan-Hydrochlorothiazid,Telmisartan/Hydrochlorothiazid,Alembic Pharmac, , , , , ,2013
Telmisartan-Hydrochlorothiazid,Telmisartan/Hydrochlorothiazid,Lupin Pharmaceu, , , , , ,2013
Telmisartan-Hydrochlorothiazid,Telmisartan/Hydrochlorothiazid,Qualitest/Par P, , , , , ,2013
Telmisartan-Hydrochlorothiazid,Telmisartan/Hydrochlorothiazid,Roxane/West-War, , , , , ,2013
Telmisartan-Hydrochlorothiazid,Telmisartan/Hydrochlorothiazid,Torrent Pharmac, , , , , ,2013
Temazepam,Temazepam,Actavis Pharma/,625149.93,2747796.025,89197,0.227811222,7.008643004,2013
Temazepam,Temazepam,Ahp,18696.05,3317,134,5.636433524,139.5227612,2013
Temazepam,Temazepam,Amneal Pharmace, , , , , ,2013
Temazepam,Temazepam,Ascend Laborato,851148.38,2342437.7,74242,0.369290265,11.46451308,2013
Temazepam,Temazepam,Major Pharmaceu, , , , , ,2013
Temazepam,Temazepam,Mallinckrodt Ph,514807.15,84458.011,3306,6.093783532,155.7190411,2013
Temazepam,Temazepam,Mckesson Packag,582.46,1326,82,0.439260935,7.103170732,2013
Temazepam,Temazepam,Mutual Pharm Co,493591.51,82499.03,2892,5.98299774,170.674796,2013
Temazepam,Temazepam,Mylan,3766773.98,13836007.02,453868,0.276569871,8.299271991,2013
Temazepam,Temazepam,Mylan Instituti,37846.09,8195.27,1172,5.20846256,32.29188567,2013
Temazepam,Temazepam,Qualitest/Par P, , , , , ,2013
Temazepam,Temazepam,Sandoz,671622.65,2654410.717,88264,0.253077881,7.609247825,2013
Temodar*,Temozolomide,Merck Sharp & D*,8491834.48,31534.02,2854,328.6898419,2975.415025,2013
Temovate,Clobetasol Propionate,Sandoz, , , , , ,2013
Temozolomide,Temozolomide,Amneal Pharmace, , , , , ,2013
Temozolomide,Temozolomide,Sandoz,2799595.39,18823.5,1069,202.0019347,2618.891852,2013
Temozolomide,Temozolomide,Sun Pharma Glob, , , , , ,2013
Temozolomide,Temozolomide,Teva USA,3750492.87,23817.75,1755,203.991373,2137.032974,2013
Tenivac,Tetanus-Diphtheria Toxoids/PF,Sanofi-Pasteur,6395.54,129.5,133,49.38640927,48.08676692,2013
Tenormin,Atenolol,Almatica Pharma, , , , , ,2013
Terazol 3,Terconazole,Janssen Pharm., , , , , ,2013
Terazol 7,Terconazole,Janssen Pharm., , , , , ,2013
Terazosin HCl,Terazosin HCl,Apotex Corp,113306.33,595097,14687,0.190506552,7.714736161,2013
Terazosin HCl,Terazosin HCl,Jubilant Cadist,290705.29,1680146,43599,0.173138976,6.667705452,2013
Terazosin HCl,Terazosin HCl,Major Pharmaceu,283.25,1202,48,0.235648919,5.901041667,2013
Terazosin HCl,Terazosin HCl,Mylan,199564.54,1007123.48,27113,0.198357718,7.360474311,2013
Terazosin HCl,Terazosin HCl,Mylan Instituti,781.23,1849,83,0.422514873,9.412409639,2013
Terazosin HCl,Terazosin HCl,Sandoz,439269.08,2179095.837,56866,0.20176755,7.724634755,2013
Terbinafine,Terbinafine HCl,Taro Pharm USA,1189.37,3255,114,0.36539785,10.43307018,2013
Terbinafine HCl,Terbinafine HCl,Apotex Corp,4945.65,10653.348,393,0.464234342,12.58435115,2013
Terbinafine HCl,Terbinafine HCl,Aurobindo Pharm,376617.42,916746.974,31802,0.410819376,11.84257028,2013
Terbinafine HCl,Terbinafine HCl,Breckenridge,101530.76,318253.545,11593,0.319024757,8.757936686,2013
Terbinafine HCl,Terbinafine HCl,Camber Pharmace,1192905.44,3044899.741,111530,0.391771665,10.6958257,2013
Terbinafine HCl,Terbinafine HCl,"Cipla USA, Inc.", , , , , ,2013
Terbinafine HCl,Terbinafine HCl,Exelan Pharmace,1486.85,2792,107,0.532539398,13.89579439,2013
Terbinafine HCl,Terbinafine HCl,Harris Pharm,25457.85,71401,2470,0.356547527,10.30682186,2013
Terbinafine HCl,Terbinafine HCl,Northstar Rx Ll,138866.37,366086.164,13198,0.37932701,10.52177375,2013
Terbutaline Sulfate*,Terbutaline Sulfate,App/Fresenius K,242890.53,8298.255,6892,29.27007305,35.24238683,2013
Terbutaline Sulfate*,Terbutaline Sulfate,Bedford Labs,177875.24,6834.2,5793,26.02722191,30.70520283,2013
Terbutaline Sulfate*,Terbutaline Sulfate,Lannett Co. Inc,102509.38,187802,3097,0.545296604,33.09957378,2013
Terbutaline Sulfate*,Terbutaline Sulfate,"West-Ward, Inc.",281565.18,9594.25,6277,29.34728405,44.85664808,2013
Terconazole,Terconazole,Actavis Pharma/,2930900.3,3247258.241,115440,1.04531595,25.38894924,2013
Terconazole,Terconazole,Fougera/Sandoz,1768231.05,2995449.927,66151,0.590305661,26.73022403,2013
Terconazole,Terconazole,G & W Labs., , , , , ,2013
Terconazole,Terconazole,Perrigo Co.,1818803.71,102789.603,33331,17.69443268,54.56793106,2013
Terconazole,Terconazole,Taro Pharm USA,4910376.48,6554159.218,195740,0.86831795,25.08621886,2013
Tessalon Perle,Benzonatate,Pfizer US Pharm,1112.51,2376,31,0.468228115,35.88741936,2013
Testim,Testosterone,Auxilium/Endo P,6037043.05,2566158,14511,2.35256093,416.0321859,2013
Testopel,Testosterone,Auxilium/Endo P, , , , , ,2013
Testosterone,Testosterone,Actavis Pharma/, , , , , ,2013
Testosterone,Testosterone,Par Pharm., , , , , ,2013
Testosterone,Testosterone,Perrigo Co., , , , , ,2013
Testosterone,Testosterone,Prasco Labs, , , , , ,2013
Testosterone,Testosterone,Qualitest/Par P, , , , , ,2013
Testosterone,Testosterone,Upsher Smith La, , , , , ,2013
Testosterone Cypionate,Testosterone Cypionate,Actavis Pharma,1629655.5,201813.115,31210,8.075072326,52.21581224,2013
Testosterone Cypionate,Testosterone Cypionate,Actavis Pharma/, , , , , ,2013
Testosterone Cypionate,Testosterone Cypionate,Hospira/Pfizer, , , , , ,2013
Testosterone Cypionate,Testosterone Cypionate,Perrigo Co.,1294107.75,97116.202,37632,13.32535379,34.38849251,2013
Testosterone Cypionate,Testosterone Cypionate,Sandoz,124860.51,15317.089,5247,8.255854807,23.79655232,2013
Testosterone Cypionate,Testosterone Cypionate,Sun Pharmaceuti, , , , , ,2013
Testosterone Cypionate,Testosterone Cypionate,"West-Ward, Inc.",35463.17,4141.5,457,8.562880599,77.59993435,2013
Testosterone Enanthate,Testosterone Enanthate,Actavis Pharma/,239099.73,19993.39,4888,11.95893893,48.91565671,2013
Testosterone Enanthate,Testosterone Enanthate,"West-Ward, Inc.",120962.17,9242.625,1815,13.08742592,66.64582369,2013
Tetrabenazine,Tetrabenazine,Camber Pharmace, , , , , ,2013
Tetrabenazine,Tetrabenazine,Oceanside Pharm, , , , , ,2013
Tetrabenazine,Tetrabenazine,Sun Pharmaceuti, , , , , ,2013
Tetracaine HCl,Tetracaine HCl,Valeant,17104.37,6783.94,708,2.521303255,24.15871469,2013
Tetracaine HCl,Tetracaine HCl/PF,Alcon Surgical,101992.24,5931.502,3361,17.19501064,30.34580185,2013
