Medicare Billing Code (HCPCS Code),Drug Description,Brand Name,Generic Name,Total Spending,Total Dosage Units,Total Claims,Total Beneficiaries,Average Spending Per Dosage Unit,Average Spending Per Claim,Average Spending Per Beneficiary,Year
J9040,"Injection, bleomycin sulfate, 15 units",Bleo 15k*,Bleomycin Sulfate*,129898.33,6422.8,3997,1244,20.22456405,32.49895672,104.4198794,2014
J9041,"Injection, bortezomib, 0.1 mg",Velcade,Bortezomib,471323042.9,10468144.3,272835,20351,45.02450763,1727.502127,23159.69942,2014
J9042,"Injection, brentuximab vedotin, 1 mg",Adcetris,Brentuximab Vedotin,52242753.15,489631,3449,762,106.6982139,15147.2175,68560.0435,2014
J9043,"Injection, cabazitaxel, 1 mg",Jevtana,Cabazitaxel,68589143.38,492894,8311,1979,139.1559714,8252.814749,34658.48579,2014
J9045,"Injection, carboplatin, 50 mg",Carboplatin,Carboplatin,4777290.89,1424287.2,211373,44888,3.354162623,22.60123521,106.4269045,2014
J9047,"Injection, carfilzomib, 1 mg",Kyprolis,Carfilzomib,158940455.7,5477549,74851,4264,29.01671088,2123.424612,37274.96615,2014
J9050,"Injection, carmustine, 100 mg",Bicnu,Carmustine,1321556.13,923,324,174,1431.805125,4078.876944,7595.150172,2014
J9055,"Injection, cetuximab, 10 mg",Erbitux,Cetuximab,257641736.7,4953795.8,78875,9460,52.00895376,3266.45625,27234.85589,2014
J9060,"Injection, cisplatin, powder or solution, 10 mg",Cisplatin,Cisplatin,901367.22,438299.3,55644,12398,2.056510745,16.19882144,72.70263107,2014
J9065,"Injection, cladribine, per 1 mg",Cladribine,Cladribine,507412.71,20120,1318,304,25.21931958,384.9868816,1669.120757,2014
J9070,"Cyclophosphamide, 100 mg",Cyclophosphamide (J9070),Cyclophosphamide,91092926.21,1631315.2,131726,33806,55.84017498,691.5333815,2694.578661,2014
J9098,"Injection, cytarabine liposome, 10 mg",Depocyt,Cytarabine Liposome/PF,1142194.11,2131,412,159,535.9897278,2772.315801,7183.610755,2014
J9100,"Injection, cytarabine, 100 mg",Cytarabine*,Cytarabine*,36923.61,28476,2108,316,1.296657185,17.51594402,116.8468671,2014
J9120,"Injection, dactinomycin, 0.5 mg",COsmegen,Dactinomycin,230136.41,343,144,66,670.9516327,1598.169514,3486.915303,2014
J9130,"Dacarbazine, 100 mg",Dacarbazine,Dacarbazine,136688.53,35374.6,5003,743,3.864030406,27.32131321,183.9684118,2014
J9150,"Injection, daunorubicin, 10 mg",Daunorubicin HCL,Daunorubicin HCL,16718.54,700,78,33,23.88362857,214.3402564,506.6224242,2014
J9155,"Injection, degarelix, 1 mg",Firmagon,Degarelix Acetate,14069088.41,4226940.4,37952,11064,3.328433117,370.7074307,1271.609582,2014
J9171,"Injection, docetaxel, 1 mg",Docefrez*,Docetaxel*,69028079.98,16008585.1,141722,34634,4.311941346,487.0667926,1993.072703,2014
J9178,"Injection, epirubicin hcl, 2 mg",Ellence*,Epirubicin HCL*,181028.56,139419,2475,752,1.298449709,73.14285253,240.7294681,2014
J9179,"Injection, eribulin mesylate, 0.1 mg",Halaven,Eribulin Mesylate,52205868.99,537855,19775,2872,97.06309134,2639.993375,18177.53099,2014
J9181,"Injection, etoposide, 10 mg",Etopophos*,Etoposide Phosphate*,927392.43,1352042.9,81162,8591,0.685919382,11.42643639,107.9492993,2014
J9185,"Injection, fludarabine phosphate, 50 mg",Fludarabine Phosphate,Fludarabine Phosphate,1166867.14,15540,11158,1501,75.08797555,104.5767288,777.3931646,2014
J9190,"Injection, fluorouracil, 500 mg",Adrucil*,Fluorouracil*,3470511.73,1745338.3,263531,33652,1.98844644,13.16927318,103.1294345,2014
J9200,"Injection, floxuridine, 500 mg",Floxuridine,Floxuridine,367015.93,3512,488,102,104.5033969,752.0818238,3598.195392,2014
J9201,"Injection, gemcitabine hydrochloride, 200 mg",Gemcitabine HCL*,Gemcitabine HCL*,8518970.19,1256701,160242,22447,6.778836167,53.16315442,379.5148657,2014
J9202,"Goserelin acetate implant, per 3.6 mg",Zoladex,Goserelin Acetate,7629287.17,36334,14690,4714,209.9765281,519.3524282,1618.431729,2014
J9206,"Injection, irinotecan, 20 mg",Camptosar*,Irinotecan HCL*,3851544.92,853570,66829,9990,4.512277751,57.63283784,385.540032,2014
J9207,"Injection, ixabepilone, 1 mg",Ixempra,Ixabepilone,12813491.99,187603,3240,739,68.30110387,3954.781478,17338.96074,2014
J9208,"Injection, ifosfamide, 1 gram",Ifex*,Ifosfamide*,695707.17,21308,5117,737,32.65004552,135.9599707,943.9717368,2014
J9209,"Injection, mesna, 200 mg",Mesna*,Mesna*,131635.4,46764,4151,573,2.81488752,31.71173211,229.730192,2014
J9211,"Injection, idarubicin hydrochloride, 5 mg",Idamycin PFs*,Idarubicin HCL*,27634.35,691,155,61,39.99182344,178.286129,453.0221312,2014
J9214,"Injection, interferon, alfa-2b, recombinant, 1 million units",Intron A,"Interferon Alfa-2b,recomb.",12851544.82,632167,18147,2110,20.32935098,708.1911512,6090.779536,2014
J9217,"Leuprolide acetate (for depot suspension), 7.5 mg",Eligard*,Leuprolide Acetate*,253803024.2,1176729,322015,142267,215.6851953,788.1714336,1783.990836,2014
J9225,"Histrelin implant (vantas), 50 mg",Vantas,Histrelin Acetate,5857346.89,2009,2009,2008,2915.553455,2915.553455,2917.005423,2014
J9228,"Injection, ipilimumab, 1 mg",Yervoy,Ipilimumab,264357868.7,2052292,8008,2876,128.8110409,33011.72187,91918.59134,2014
J9230,"Injection, mechlorethamine hydrochloride, (nitrogen mustard), 10 mg",Mustargen,Mechlorethamine HCL,27795.04,235,163,96,118.276766,170.5217178,289.5316667,2014
J9245,"Injection, melphalan hydrochloride, 50 mg",Alkeran (J9245)*,Melphalan HCL*,3361296.16,2801,795,416,1200.034331,4228.045484,8080.038846,2014
J9250,"Methotrexate sodium, 5 mg",Methotrexate (J9250)*,Methotrexate Sodium*,62269.58,272121.5,69349,6191,0.228830063,0.897916048,10.05808109,2014
J9260,"Methotrexate sodium, 50 mg",Methotrexate (J9260)*,Methotrexate Sodium*,114257.02,50010.6,33800,3619,2.284656053,3.380385207,31.5714341,2014
J9263,"Injection, oxaliplatin, 0.5 mg",Eloxatin*,Oxaliplatin*,24969586.03,51175307.5,147436,29733,0.48792254,169.3588135,839.7936983,2014
J9264,"Injection, paclitaxel protein-bound particles, 1 mg",Abraxane,Paclitaxel Protein-Bound,276101164.2,29192109,124033,17724,9.45807527,2226.029881,15577.81337,2014
J9266,"Injection, pegaspargase, per single dose vial",Oncaspar,Pegaspargase,1148801.9,193,143,60,5952.341451,8033.57972,19146.69833,2014
J9267,"Injection, paclitaxel, 1 mg",Paclitaxel,Paclitaxel, , , , , , , ,2014
J9268,"Injection, pentostatin, 10 mg",Nipent,Pentostatin,806608.6,566,500,139,1425.103534,1613.2172,5802.939568,2014
J9271,"Injection, pembrolizumab, 1 mg",Keytruda,Pembrolizumab, , , , , , , ,2014
J9280,"Injection, mitomycin, 5 mg",Mitomycin,Mitomycin,5849392.45,264992.9,40900,21580,22.07377047,143.0169303,271.056184,2014
J9293,"Injection, mitoxantrone hydrochloride, per 5 mg",Mitoxantrone HCL,Mitoxantrone HCL,287292.93,8680,1926,635,33.09826383,149.1655919,452.429811,2014
J9299,"Injection, nivolumab, 1 mg",Opdivo,Nivolumab, , , , , , , ,2014
J9301,"Injection, obinutuzumab, 10 mg",Gazyva,Obinutuzumab, , , , , , , ,2014
J9302,"Injection, ofatumumab, 10 mg",Arzerra,Ofatumumab,23116512.73,496911,2712,562,46.52042867,8523.78788,41132.58493,2014
J9303,"Injection, panitumumab, 10 mg",Vectibix,Panitumumab,65739632.97,713701,13802,2435,92.11088813,4763.051222,26997.79588,2014
J9305,"Injection, pemetrexed, 10 mg",Alimta,Pemetrexed DIsodium,558860184,9457326.3,100702,22981,59.09283092,5549.643344,24318.35795,2014
J9306,"Injection, pertuzumab, 1 mg",Perjeta,Pertuzumab,110161706,10990036,22622,4145,10.02378026,4869.67138,26577.00988,2014
J9307,"Injection, pralatrexate, 1 mg",Folotyn,Pralatrexate,16614214.58,87204,1809,198,190.5212442,9184.19822,83910.17465,2014
J9308,"Injection, ramucirumab, 5 mg",Cyramza,Ramucirumab, , , , , , , ,2014
J9310,"Injection, rituximab, 100 mg",Rituxan,Rituximab,1500088460,2179941.1,267627,68665,688.1325648,5605.146193,21846.4787,2014
J9315,"Injection, romidepsin, 1 mg",Istodax,Romidepsin,28595573.35,109849,3565,408,260.3171021,8021.198696,70087.18958,2014
J9320,"Injection, streptozocin, 1 gram",Zanosar,Streptozocin,199989.37,646,420,49,309.5810681,476.1651667,4081.415714,2014
J9328,"Injection, temozolomide, 1 mg",Temodar (J9328),Temozolomide,1018691.33,198436,681,58,5.133601413,1495.875668,17563.64362,2014
J9330,"Injection, temsirolimus, 1 mg",Torisel,Temsirolimus,27433461.51,483676,16422,1545,56.7186743,1670.531087,17756.28577,2014
J9351,"Injection, topotecan, 0.1 mg",Hycamtin (J9351)*,Topotecan HCL*,3991267.89,1918749,31194,4315,2.080140701,127.9498586,924.9751773,2014
J9354,"Injection, ado-trastuzumab emtansine, 1 mg",Kadcyla,Ado-Trastuzumab Emtansine,100918300.8,3529700,12879,2106,28.5911836,7835.880174,47919.42106,2014
J9355,"Injection, trastuzumab, 10 mg",Herceptin,Trastuzumab,559782916.4,6983992.8,175465,18444,80.1522757,3190.282486,30350.40752,2014
J9357,"Injection, valrubicin, intravesical, 200 mg",Valstar,Valrubicin,16276493.93,15487,3817,792,1050.977848,4264.211142,20551.1287,2014
J9360,"Injection, vinblastine sulfate, 1 mg",Vinblastine Sulfate,Vinblastine Sulfate,102308.76,51914.5,5257,933,1.970716467,19.46143428,109.6556913,2014
J9370,"Vincristine sulfate, 1 mg",Vincasar PFs*,Vincristine Sulfate*,277373.93,50387,26889,7008,5.504870899,10.31551675,39.5796133,2014
J9371,"Injection, vincristine sulfate liposome, 1 mg",Marqibo,Vincristine Sulfate Liposomal,1237322.84,669,202,74,1849.510972,6125.360594,16720.57892,2014
J9390,"Injection, vinorelbine tartrate, 10 mg",Navelbine*,Vinorelbine Tartrate*,1287482.5,125085.4,28262,3591,10.29282794,45.55525087,358.5303537,2014
J9395,"Injection, fulvestrant, 25 mg",Faslodex,Fulvestrant,172789100.2,1938114,99046,14546,89.15321815,1744.533855,11878.80519,2014
J9400,"Injection, ziv-aflibercept, 1 mg",Zaltrap,Ziv-Aflibercept,13471110.14,1670874,4810,1021,8.06231358,2800.646599,13194.0354,2014
P9041,"Infusion, albumin (human), 5%, 50 ml","Infusion, Albumin (Human), 5%, 50 mL**", ,5665644.13,275044,5919,2182,20.59904644,957.19617,2596.537182,2014
P9045,"Infusion, albumin (human), 5%, 250 ml","Infusion, Albumin (Human), 5%, 250 mL**", ,14863522.79,221713,20544,8401,67.03947351,723.4970205,1769.256373,2014
P9046,"Infusion, albumin (human), 25%, 20 ml","Infusion, Albumin (Human), 25%, 20 mL**", ,1340680.24,40048,4456,1081,33.4768338,300.87079,1240.222239,2014
P9047,"Infusion, albumin (human), 25%, 50 ml","Infusion, Albumin (Human), 25%, 50 mL**", ,14464450.86,213264,53758,16976,67.82415626,269.0660155,852.0529489,2014
Q0138,"Injection, ferumoxytol, for treatment of iron deficiency anemia, 1 mg (non-esrd use)",Feraheme (Q0138),Ferumoxytol,39705438.46,56002063,103291,45837,0.708999568,384.4036601,866.231177,2014
Q0139,"Injection, ferumoxytol, for treatment of iron deficiency anemia, 1 mg (for esrd on dialysis)",Feraheme (Q0139),Ferumoxytol,1129795.01,1529795,2690,1608,0.738527064,419.998145,702.6088371,2014
Q0162,"Ondansetron 1 mg, oral, fda approved prescription anti-emetic, for use as a complete therapeutic substitute for an iv anti-emetic at the time of chemotherapy treatment, not to exceed a 48 hour dosage regimen",Ondansetron HCL (Q0162)*,Ondansetron HCL*,9264.35,83195,4736,1368,0.111357053,1.956154983,6.772185673,2014
Q0163,"Diphenhydramine hydrochloride, 50 mg, oral, fda approved prescription anti-emetic, for use as a complete therapeutic substitute for an iv anti-emetic at time of chemotherapy treatment not to exceed a 48 hour dosage regimen",Diphenhydramine HCL (Q0163),Diphenhydramine HCL,1959.19,1769,1420,397,1.107512719,1.379711268,4.934987406,2014
Q0164,"Prochlorperazine maleate, 5 mg, oral, fda approved prescription anti-emetic, for use as a complete therapeutic substitute for an iv anti-emetic at the time of chemotherapy treatment, not to exceed a 48 hour dosage regimen",Prochlorperazine Maleate,Prochlorperazine Maleate,124.83,2612,1092,236,0.047790965,0.114313187,0.528940678,2014
Q0166,"Granisetron hydrochloride, 1 mg, oral, fda approved prescription anti-emetic, for use as a complete therapeutic substitute for an iv anti-emetic at the time of chemotherapy treatment, not to exceed a 24 hour dosage regimen",Granisetron HCL (Q0166),Granisetron HCL,4502.48,2007,1809,417,2.243388142,2.488933112,10.79731415,2014
Q0167,"Dronabinol, 2.5 mg, oral, fda approved prescription anti-emetic, for use as a complete therapeutic substitute for an iv anti-emetic at the time of chemotherapy treatment, not to exceed a 48 hour dosage regimen",Dronabinol*,Dronabinol*,19551.4,6016,128,71,3.249900266,152.7453125,275.371831,2014
Q2035,"Influenza virus vaccine, split virus, when administered to individuals 3 years of age and older, for intramuscular use (afluria)","Influenza Virus Vaccine (Afluria), Age 3+ Years**", ,5467466.34,421233.5,421181,418757,12.97965698,12.98127489,13.05641778,2014
Q2037,"Influenza virus vaccine, split virus, when administered to individuals 3 years of age and older, for intramuscular use (fluvirin)","Influenza Virus Vaccine(Fluvirin), Age 3+ Years**", ,58197952.78,4103962,4083241,4041105,14.18091902,14.25288215,14.40149483,2014
Q2043,"Sipuleucel-t, minimum of 50 million autologous cd54+ cells activated with pap-gm-csf, including leukapheresis and all other preparatory procedures, per infusion",Provenge,Sipuleucel-T/Lactated Ringers,173184054.8,5114,4947,1910,33864.6959,35007.89465,90672.28001,2014
Q2050,"Injection, doxorubicin hydrochloride, liposomal, not otherwise specified, 10 mg",Doxil*,Doxorubicin HCL Peg-Liposomal*,87486140.76,180071.4,27175,7736,485.8413983,3219.361206,11308.96339,2014
Q3027,"Injection, interferon beta-1a, 1 mcg for intramuscular use",Avonex*,Interferon Beta-1a*,5528849.08,162015,4502,216,34.12553825,1228.087312,25596.52352,2014
Q4074,"Iloprost, inhalation solution, fda-approved final product, non-compounded, administered through dme, unit dose form, up to 20 micrograms",Ventavis,Iloprost Tromethamine,52393140.91,620575,3641,499,84.42676697,14389.7668,104996.2744,2014
Q4081,"Injection, epoetin alfa, 100 units (for esrd on dialysis)",Epogen (Q4081)*,Epoetin Alfa*,1467229.2,1362892,11716,7970,1.076555736,125.2329464,184.0940025,2014
Q4101,"Apligraf, per square centimeter",Apligraf,"Cult Skin Subst,human-Bovine",5525442.2,150810.4,3669,1466,36.63833661,1505.980431,3769.060164,2014
Q4102,"Oasis wound matrix, per square centimeter",Wound Matrix,"Porcine Submucosa, Fenestrated",559948.98,63749.6,5887,2171,8.783568524,95.11618481,257.9221465,2014
Q4106,"Dermagraft, per square centimeter",Dermagraft,"Cult Skin Subst,human-Bovine",5649600.58,137689.5,3714,934,41.03145541,1521.163323,6048.822891,2014
Q4121,"Theraskin, per square centimeter","Theraskin, Per Square Centimeter**", ,1006274.96,75906,1639,860,13.25685664,613.9566565,1170.087163,2014
Q4131,"Epifix or epicord, per square centimeter","EpiFix, Per Square Centimeter**", ,23967119.98,145017,12857,4963,165.271106,1864.130044,4829.159778,2014
Q4132,"Grafix core, per square centimeter","Grafix core, per square centimeter**", ,1722457.56,17884,618,259,96.31276896,2787.148155,6650.41529,2014
Q4133,"Grafix prime, per square centimeter","Grafix prime, per square centimeter**", ,3692362.94,38543,1251,472,95.79853514,2951.529129,7822.802839,2014
Q5101,"Injection, filgrastim (G-CSF), biosimilar, 1 microgram",Zarxio,Filgrastim-Sndz, , , , , , , ,2014
Q9950,"Injection, sulfur hexafluoride lipid microspheres, per ml",Lumason,Sulfur Hexafluoride Microsphr, , , , , , , ,2014
Q9956,"Injection, octafluoropropane microspheres, per ml",OptIson,Perflutren Protein-A Microsphr,288584.37,7865,2857,2383,36.69222759,101.00958,121.1012883,2014
Q9957,"Injection, perflutren lipid microspheres, per ml",Definity,Perflutren Lipid Microspheres,1889408.42,34449,18938,18400,54.84653894,99.76810751,102.6852402,2014
Q9958,"High osmolar contrast material, up to 149 mg/ml iodine concentration, per ml",Conray-30*,Iothalamate Meglumine*,11792.97,136061.9,1295,1188,0.086673566,9.106540541,9.926742424,2014
Q9960,"High osmolar contrast material, 200-249 mg/ml iodine concentration, per ml",Conray-43,Iothalamate Meglumine,3992.85,23803.5,8691,4655,0.167742139,0.459423542,0.857755102,2014
Q9961,"High osmolar contrast material, 250-299 mg/ml iodine concentration, per ml",Cholografin Meglumine*,Iodipamide Meglumine*,6995.12,37864,5292,2074,0.184743292,1.321829176,3.372767599,2014
Q9963,"High osmolar contrast material, 350-399 mg/ml iodine concentration, per ml",Gastrografin*,"Diatrizoate Meglumine, Sodium*",13233.69,72487,2173,1641,0.182566391,6.090055223,8.06440585,2014
Q9965,"Low osmolar contrast material, 100-199 mg/ml iodine concentration, per ml",Omnipaque,Iohexol,1975477.84,2042077.5,55403,37641,0.967386321,35.65651391,52.48207646,2014
Q9966,"Low osmolar contrast material, 200-299 mg/ml iodine concentration, per ml",Isovue-200*,Iopamidol*,718743.7,3328638.3,229700,127640,0.215927246,3.129053984,5.631022407,2014
Q9967,"Low osmolar contrast material, 300-399 mg/ml iodine concentration, per ml",Hexabrix*,Ioxaglate Meg/Ioxaglate Sodium*,15815349.52,86822539.7,1162592,827668,0.182157186,13.60352516,19.10832546,2014
90371,Hepatitis B immune globulin for injection into muscle,HyperHEP B S-D*,Hepatitis B Immune Globulin*,257668.88,2316,620,192,111.2559931,415.5949677,1342.025417,2015
90375,Rabies immune globulin for injection beneath the skin and/or into muscle,HyperRAB S-D,Rabies Immune Globulin/PF,4500236.21,18119.3,2355,2283,248.3670015,1910.928327,1971.194135,2015
90376,Rabies immune globulin for injection beneath the skin and/or into muscle,Imogam Rabies-HT,Rabies Immune Globulin/PF,1545790.35,6400,817,805,241.5297422,1892.032252,1920.23646,2015
90586,Vaccine for bladder cancer injection into urinary bladder,BCG (Tice Strain) (90586)*,BCG Live*,37326.25,312,308,71,119.6354167,121.1891234,525.721831,2015
90630,Vaccine for influenza for injection into skin,Vaccine Influenza Injection Skin (Fluzone)**, ,311351.73,13544,13544,13531,22.98816672,22.98816672,23.01025275,2015
90632,"Vaccine for Hepatitis A injection into muscle, adult dosage",Havrix*,Hepatitis A Virus Vaccine/PF*,13486.65,272,272,252,49.58327206,49.58327206,53.51845238,2015
90653,Vaccine for influenza for injection into muscle,Vaccine Influenza Injection Muscle (Fluad)**, ,914.3,39,39,39,23.44358974,23.44358974,23.44358974,2015
90656,"Vaccine for influenza for administration into muscle, 0.5 ml dosage","Vaccine Influenza Injection Muscle (Fluvirin), Age 3+ Years**", ,14782143.25,1165986,1064913,1057111,12.67780509,13.88108066,13.98352988,2015
90662,Vaccine for influenza for injection into muscle,Vaccine Influenza Injection Muscle (Fluzone High-Dose)**, ,249314561.7,7223390.7,7223229,7184474,34.51489364,34.51566629,34.70185315,2015
90670,Pneumococcal vaccine for injection into muscle,Prevnar 13,Pneumococcal 13-Valent Vaccine,913822601.8,5754966.1,5743305,5693733,158.7885291,159.1109304,160.4962161,2015
90673,"Vaccine for influenza administered into muscle, preservative and antibiotic fre",Vaccine Influenza Muscle Preservative/Antibiotic Free (Flublok)**, ,316963.06,11368,10351,10309,27.88204258,30.62149164,30.74624697,2015
